Session_ID,Session_Date,Start_Hour,Station_ID,City,State,Station_Ownership,Charger_Type,Connector_Type,Customer_Type,Payment_Method,Session_Duration_Hours,Energy_Consumed_kWh,Price_per_kWh,Revenue,Electricity_Cost,Maintenance_Cost,Other_Cost,Profit,Occupancy_Rate_Pct,Customer_Rating,Session_Status
SES-003813,2025-05-18,22,EV-092,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,Wallet,0.55,8.16,9.32,76.05,43.78,86.24,48.25,-102.22,31.8,4.6,Cancelled
SES-002742,2025-02-06,19,EV-082,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Private,Wallet,0.77,14.31,9.01,128.93,86.46,218.26,47.69,-223.48,52.4,3.9,Completed
SES-002052,2024-01-28,5,EV-009,Gurugram,Haryana,Franchise,DC Fast,CCS2,Private,Card,0.64,30.18,14.49,437.31,184.95,189.17,24.28,38.91,26.7,4.1,Completed
SES-000180,2024-07-17,13,EV-027,Chennai,Tamil Nadu,Partner,DC Ultra-Fast,Type 2,Private,UPI,0.77,63.75,18.89,1204.24,382.0,299.05,49.53,473.66,14.0,3.2,Completed
SES-002092,2025-05-02,7,EV-025,Pune,Maharashtra,Franchise,DC Fast,CCS2,Private,Wallet,0.95,45.19,12.93,584.31,365.91,46.21,38.13,134.06,30.9,5.0,Completed
SES-002741,2024-05-09,22,EV-053,Ahmedabad,Gujarat,Franchise,AC Level 2,Type 2,Private,UPI,1.29,18.93,10.79,204.25,143.97,191.21,69.24,-200.17,31.2,4.4,Completed
SES-003016,2025-11-27,7,EV-050,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.27,4.34,9.78,42.45,31.23,74.24,71.62,-134.64,41.8,4.1,Completed
SES-003699,2025-11-10,19,EV-064,Lucknow,Uttar Pradesh,Franchise,DC Ultra-Fast,CCS2,Private,Corporate Account,0.39,50.5,16.87,851.94,331.79,276.05,60.59,183.51,39.0,4.3,Completed
SES-000520,2024-06-18,3,EV-095,Lucknow,Uttar Pradesh,Franchise,DC Fast,CHAdeMO,Taxi/Ride-share,Card,1.2,66.68,14.35,956.86,404.82,104.13,35.12,412.79,42.9,4.5,Completed
SES-003405,2025-03-10,23,EV-028,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Private,Card,1.31,20.63,11.27,232.5,157.6,66.25,66.86,-58.21,50.9,4.6,Failed
SES-004629,2025-09-28,12,EV-010,Jaipur,Rajasthan,Own,DC Fast,CHAdeMO,Taxi/Ride-share,Card,0.96,37.72,12.19,459.81,286.22,132.18,44.07,-2.66,48.6,4.3,Completed
SES-003608,2024-07-17,22,EV-053,Ahmedabad,Gujarat,Own,DC Fast,CHAdeMO,Private,,0.71,30.21,11.76,355.27,162.64,90.61,30.35,71.67,32.7,3.8,Completed
SES-000782,2024-09-17,2,EV-048,Jaipur,Rajasthan,Partner,DC Ultra-Fast,CCS2,Private,UPI,0.72,86.0,14.15,1216.9,659.17,140.71,29.48,387.54,35.3,4.5,Completed
SES-001123,2025-09-08,1,EV-004,Bengaluru,Karnataka,Franchise,DC Ultra-Fast,CCS2,Taxi/Ride-share,Card,1.97,180.0,15.71,2827.8,1501.7,61.89,44.03,1220.18,29.1,4.5,Completed
SES-000203,2025-03-17,22,EV-036,Lucknow,Uttar Pradesh,Own,AC Level 2,Type 2,Private,Wallet,1.02,16.14,11.51,185.77,98.11,35.2,32.74,19.72,13.3,4.9,Completed
SES-001802,2025-10-18,16,EV-090,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Private,UPI,1.21,67.89,11.28,765.8,406.97,62.66,29.04,267.13,36.3,3.8,Completed
SES-001597,2024-04-07,5,EV-071,Chennai,Tamil Nadu,Partner,DC Fast,CCS2,Taxi/Ride-share,Wallet,2.53,70.58,15.42,1088.34,516.26,198.35,54.08,319.65,44.3,4.6,Completed
SES-000075,2025-02-13,19,EV-031,Jaipur,Rajasthan,Franchise,AC Level 2,CCS2,Corporate,Card,0.79,12.91,10.69,138.01,107.8,192.06,7.9,-169.75,33.7,3.6,Failed
SES-003307,2025-01-11,1,EV-061,Bengaluru,Karnataka,Franchise,DC Fast,CCS2,Taxi/Ride-share,UPI,1.91,80.74,11.96,965.65,664.13,77.84,18.93,204.75,37.2,4.3,Failed
SES-000041,2024-01-08,16,EV-038,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Private,UPI,1.08,51.88,14.75,765.23,344.97,126.14,8.37,285.75,24.2,3.9,Completed
SES-000731,2024-04-03,14,EV-099,Pune,Maharashtra,Own,AC Level 2,CCS2,Private,Wallet,2.57,52.71,9.95,524.46,418.3,146.76,17.03,-57.63,58.2,4.7,Completed
SES-000110,2025-06-04,7,EV-047,Bengaluru,Karnataka,Partner,DC Fast,Type 2,Private,Wallet,2.02,104.8,14.86,1557.33,667.99,45.69,9.75,833.9,54.0,4.6,Completed
SES-004178,2025-12-18,5,EV-020,Lucknow,Uttar Pradesh,Own,DC Ultra-Fast,CCS2,Private,UPI,2.3,180.0,15.28,2750.4,1013.08,219.28,38.68,1479.36,51.6,3.4,Completed
SES-000193,2024-08-25,13,EV-010,Jaipur,Rajasthan,Franchise,DC Ultra-Fast,Type 2,Private,Card,0.57,54.34,18.6,1010.72,315.77,276.99,17.87,400.09,28.5,4.2,Completed
SES-004662,2025-01-16,8,EV-062,Lucknow,Uttar Pradesh,Own,DC Ultra-Fast,CCS2,Private,Wallet,1.61,180.0,19.93,3587.4,1098.51,157.88,56.28,2274.73,10.8,3.0,Completed
SES-001369,2025-12-13,15,EV-043,Delhi,Delhi,Franchise,DC Ultra-Fast,Type 2,Fleet,Corporate Account,1.25,90.94,19.17,1743.32,501.58,129.76,16.87,1095.11,44.6,4.3,Completed
SES-004798,2024-10-07,19,EV-099,Delhi,Delhi,Own,DC Ultra-Fast,CCS2,Private,UPI,1.02,126.38,19.74,2494.74,916.59,231.37,7.17,1339.61,46.1,4.1,Completed
SES-001710,2025-06-16,20,EV-051,Bengaluru,Karnataka,Own,DC Fast,Type 2,Private,UPI,0.53,17.71,15.07,266.89,144.21,71.54,24.83,26.31,14.5,3.8,Failed
SES-003145,2025-09-27,20,EV-002,Gurugram,Haryana,Own,DC Fast,CCS2,Private,Wallet,1.66,87.71,13.23,1160.4,484.74,146.62,24.88,504.16,14.1,3.0,Completed
SES-003234,2024-04-13,17,EV-023,Gurugram,Haryana,Franchise,AC Level 2,CCS2,Private,UPI,0.48,8.3,9.54,79.18,43.02,138.41,13.51,-115.76,20.5,4.8,Completed
SES-004946,2025-06-12,10,EV-003,Ahmedabad,Gujarat,Own,DC Ultra-Fast,CCS2,Fleet,UPI,1.43,110.05,15.35,1689.27,743.92,245.87,14.09,685.39,40.8,4.5,Completed
SES-003852,2025-07-12,20,EV-034,Delhi,Delhi,Own,DC Fast,CHAdeMO,Private,UPI,1.71,76.2,12.86,979.93,470.38,80.54,59.91,369.1,51.0,5.0,Completed
SES-001015,2024-10-11,18,EV-096,Jaipur,Rajasthan,Own,AC Level 2,Type 2,Private,UPI,4.5,59.04,11.61,685.45,387.21,107.82,37.61,152.81,62.5,4.4,Completed
SES-003460,2025-12-22,19,EV-070,Jaipur,Rajasthan,Own,DC Fast,CCS2,Taxi/Ride-share,Corporate Account,0.66,35.66,13.43,478.91,239.96,97.16,52.84,88.95,21.8,3.1,Completed
SES-004733,2025-03-18,4,EV-071,Hyderabad,Telangana,Own,DC Fast,Type 2,Private,UPI,1.41,49.85,15.03,749.25,272.36,55.44,68.55,352.9,29.9,3.8,Completed
SES-001893,2025-03-02,1,EV-051,Pune,Maharashtra,Franchise,AC Level 2,CCS2,Fleet,Card,1.3,20.9,8.2,171.38,152.1,100.4,39.57,-120.69,44.9,3.3,Completed
SES-003046,2024-02-28,16,EV-094,Mumbai,Maharashtra,Franchise,AC Level 2,Type 2,Private,UPI,1.18,19.43,8.1,157.38,124.23,186.44,65.67,-218.96,35.5,3.8,Completed
SES-003923,2024-02-16,13,EV-063,Delhi,Delhi,Own,DC Fast,CCS2,Fleet,UPI,1.2,54.67,15.68,857.23,352.7,128.95,57.37,318.21,53.0,4.2,Completed
SES-002626,2025-11-21,19,EV-073,Gurugram,Haryana,Partner,AC Level 2,CCS2,Private,Wallet,0.29,4.49,11.03,49.52,23.88,131.37,10.67,-116.4,14.1,4.1,Completed
SES-001323,2025-08-03,1,EV-045,Bengaluru,Karnataka,Partner,AC Level 2,Type 2,Private,Corporate Account,0.96,9.6,9.58,91.97,60.6,138.75,74.35,-181.73,27.4,4.0,Completed
SES-003617,2025-03-17,6,EV-098,Mumbai,Maharashtra,Partner,AC Level 2,CCS2,Private,Corporate Account,1.86,35.35,10.58,374.0,204.63,68.78,79.06,21.53,45.3,3.4,Cancelled
SES-002573,2024-10-02,15,EV-064,Delhi,Delhi,Own,DC Fast,Type 2,Private,UPI,1.44,70.34,15.38,1081.83,433.34,199.3,78.21,370.98,54.5,4.4,Completed
SES-002482,2024-05-02,5,EV-003,Gurugram,Haryana,Partner,AC Level 2,CCS2,Private,Wallet,0.83,16.31,10.47,170.77,93.84,30.64,12.3,33.99,45.3,3.7,Completed
SES-000870,2024-04-19,2,EV-040,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Corporate,UPI,0.67,12.96,11.55,149.69,103.59,181.96,57.17,-193.03,33.3,3.7,Completed
SES-001607,2024-11-18,17,EV-059,Chennai,Tamil Nadu,Own,DC Fast,CCS2,Private,Wallet,1.19,35.04,13.37,468.48,194.14,50.73,73.63,149.98,31.1,4.2,Failed
SES-002303,2025-12-23,2,EV-017,Mumbai,Maharashtra,Partner,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.56,5.7,9.77,55.69,35.0,146.67,18.0,-143.98,26.5,4.3,Completed
SES-004652,2024-07-24,0,EV-008,Hyderabad,Telangana,Own,AC Level 2,CCS2,Private,UPI,1.12,22.09,8.25,182.24,170.76,122.5,36.43,-147.45,43.3,3.7,Completed
SES-004998,2024-07-08,5,EV-021,Pune,Maharashtra,Own,AC Level 2,Type 2,Private,UPI,1.43,24.64,9.33,229.89,152.99,159.32,68.74,-151.16,23.8,2.9,Cancelled
SES-003649,2024-02-22,1,EV-058,Bengaluru,Karnataka,Franchise,AC Level 2,Type 2,Private,UPI,1.08,17.61,8.34,146.87,99.7,181.84,69.0,-203.67,32.3,4.1,Completed
SES-000046,2025-11-15,2,EV-009,Pune,Maharashtra,Partner,DC Fast,CCS2,Private,Card,0.53,21.19,12.88,272.93,119.72,108.73,25.58,18.9,23.6,3.7,Completed
SES-003551,2025-08-19,14,EV-039,Hyderabad,Telangana,Franchise,DC Ultra-Fast,Type 2,Fleet,UPI,0.87,111.23,14.72,1637.31,901.81,244.11,39.66,451.73,39.6,4.3,Completed
SES-000334,2025-12-05,2,EV-053,Ahmedabad,Gujarat,Own,DC Ultra-Fast,CCS2,Fleet,Corporate Account,2.53,180.0,15.79,2842.2,1236.68,269.99,15.02,1320.51,66.5,3.2,Completed
SES-001754,2024-03-12,10,EV-035,Gurugram,Haryana,Partner,DC Fast,CCS2,Private,Wallet,1.28,38.19,12.62,481.96,268.56,178.77,57.86,-23.23,37.5,4.4,Completed
SES-001225,2024-10-05,23,EV-065,Pune,Maharashtra,Own,DC Fast,CHAdeMO,Fleet,Corporate Account,3.85,119.91,12.48,1496.48,982.96,67.65,75.28,370.59,59.2,4.3,Completed
SES-000728,2025-04-15,19,EV-049,Pune,Maharashtra,Own,DC Fast,Type 2,Taxi/Ride-share,Card,2.22,104.52,15.04,1571.98,634.74,163.69,38.81,734.74,63.7,4.1,Completed
SES-004368,2025-06-09,9,EV-039,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Fleet,Wallet,1.57,27.71,11.5,318.67,201.36,113.08,71.08,-66.85,60.1,3.4,Completed
SES-002191,2025-05-19,23,EV-083,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Private,UPI,0.9,11.43,11.35,129.73,60.54,167.69,67.34,-165.84,35.9,3.9,Completed
SES-002072,2024-12-06,2,EV-062,Delhi,Delhi,Franchise,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.33,4.9,11.31,55.42,35.1,150.97,60.57,-191.22,23.7,4.5,Completed
SES-003944,2025-08-04,23,EV-002,Delhi,Delhi,Franchise,DC Ultra-Fast,CCS2,Fleet,UPI,0.52,49.1,15.7,770.87,389.99,84.93,41.63,254.32,25.7,4.8,Completed
SES-002344,2024-05-24,14,EV-066,Ahmedabad,Gujarat,Franchise,AC Level 2,Type 2,Private,Wallet,2.1,24.15,8.38,202.38,186.01,20.05,44.67,-48.35,23.6,4.2,Failed
SES-002837,2025-12-24,3,EV-052,Delhi,Delhi,Franchise,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,0.52,22.75,12.57,285.97,170.47,135.64,68.01,-88.15,44.4,2.8,Completed
SES-000964,2025-08-25,6,EV-049,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Corporate,Card,0.45,13.04,12.26,159.87,79.93,184.9,16.73,-121.69,25.5,4.5,Completed
SES-002348,2024-07-21,20,EV-090,Mumbai,Maharashtra,Partner,DC Ultra-Fast,CCS2,Private,Card,1.6,180.0,18.02,3243.6,1451.55,57.27,12.95,1721.83,38.7,4.0,Completed
SES-003536,2024-06-01,5,EV-061,Hyderabad,Telangana,Own,DC Fast,Type 2,Private,Card,1.12,30.39,15.99,485.94,222.49,38.99,30.04,194.42,43.4,3.8,Completed
SES-000233,2024-07-23,12,EV-016,Mumbai,Maharashtra,Own,DC Fast,CCS2,Private,Wallet,0.21,7.59,13.39,101.63,38.32,30.15,28.26,4.9,24.1,4.6,Completed
SES-002387,2025-02-12,9,EV-070,Jaipur,Rajasthan,Own,DC Fast,Type 2,Fleet,UPI,0.15,5.82,11.85,68.97,37.95,165.56,48.47,-183.01,7.6,4.5,Completed
SES-001302,2025-09-28,1,EV-078,Gurugram,Haryana,Partner,DC Fast,CCS2,Corporate,Corporate Account,0.93,39.92,15.81,631.14,286.43,129.69,6.37,208.65,23.3,3.5,Completed
SES-001090,2024-04-29,19,EV-078,Mumbai,Maharashtra,Partner,AC Level 2,CCS2,Private,UPI,1.27,15.15,10.62,160.89,118.82,132.61,78.32,-168.86,21.3,3.3,Completed
SES-002719,2024-10-01,18,EV-060,Lucknow,Uttar Pradesh,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,1.78,85.86,12.53,1075.83,536.54,168.77,27.86,342.66,52.4,4.6,Completed
SES-001551,2024-09-22,18,EV-044,Delhi,Delhi,Partner,DC Fast,CCS2,Taxi/Ride-share,UPI,0.67,32.45,13.41,435.15,268.43,199.5,31.09,-63.87,12.6,4.4,Completed
SES-000077,2025-06-11,5,EV-095,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CHAdeMO,Private,UPI,2.08,26.52,11.64,308.69,210.7,202.52,50.55,-155.08,30.8,4.4,Completed
SES-004521,2025-08-16,23,EV-085,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CCS2,Private,Card,0.18,2.02,10.07,20.34,12.28,200.16,16.69,-208.79,20.2,3.7,Completed
SES-000234,2024-07-13,20,EV-081,Delhi,Delhi,Partner,AC Level 2,CHAdeMO,Corporate,Card,0.35,5.0,9.42,47.1,35.48,112.6,71.11,-172.09,25.3,4.5,Completed
SES-001429,2025-01-29,13,EV-088,Jaipur,Rajasthan,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,1.03,46.51,12.48,580.44,310.83,113.64,71.04,84.93,41.7,3.8,Completed
SES-000257,2025-05-13,9,EV-017,Lucknow,Uttar Pradesh,Franchise, AC Level 2 ,CCS2,Fleet,UPI,1.7,29.25,11.28,329.94,175.28,147.81,6.32,0.53,47.9,4.7,Completed
SES-002571,2024-01-26,1,EV-063,Pune,Maharashtra,Partner,DC Fast,Type 2,Private,Corporate Account,0.53,26.48,11.87,314.32,181.9,99.5,30.83,2.09,10.1,4.0,Completed
SES-002227,2024-09-02,13,EV-051,Ahmedabad,Gujarat,Partner,AC Level 2,CCS2,Private,UPI,0.63,11.56,8.36,96.64,95.48,110.95,47.36,-157.15,24.4,3.9,Completed
SES-003079,2025-03-03,2,EV-049,Hyderabad,Telangana,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,2.86,78.24,11.48,898.2,461.86,205.12,76.01,155.21,52.4,4.1,Completed
SES-001257,2024-05-25,5,EV-056,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Taxi/Ride-share,Card,1.17,59.88,15.56,931.73,351.26,152.48,43.73,384.26,28.7,3.7,Completed
SES-000155,2024-05-05,20,EV-041,Lucknow,Uttar Pradesh,Own,AC Level 2,CHAdeMO,Private,Wallet,1.01,12.81,11.42,146.29,85.59,218.7,64.77,-222.77,2.0,4.2,Completed
SES-002877,2024-05-01,19,EV-031,Bengaluru,Karnataka,Franchise,DC Ultra-Fast,CHAdeMO,Taxi/Ride-share, Wallet ,1.19,160.01,15.73,2516.96,1229.86,156.62,71.47,1059.01,35.6,4.2,Cancelled
SES-004595,2025-03-29,19,EV-004,Delhi,Delhi,Franchise,DC Ultra-Fast,CCS2,Corporate,Corporate Account,0.4,41.26,19.05,786.0,297.0,145.28,12.37,331.35,43.6,4.0,Completed
SES-001097,2024-01-01,15,EV-064,Hyderabad,Telangana,Franchise,DC Fast,CHAdeMO,Private,Card,0.37,11.96,14.04,167.92,71.97,105.72,67.96,-77.73,19.0,4.9,Cancelled
SES-003132,2025-03-05,13,EV-033,Pune,Maharashtra,Own,AC Level 2,CCS2,Fleet,UPI,0.88,11.75,9.3,109.28,89.03,104.69,23.76,-108.2,16.4,4.3,Completed
SES-001395,2025-03-17,8,EV-041,Lucknow,Uttar Pradesh,Own,AC Level 2,Type 2,Corporate,UPI,0.35,4.32,8.38,36.2,33.83,50.38,34.78,-82.79,21.9,3.0,Completed
SES-001368,2025-05-28,3,EV-082,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Private,UPI,0.36,3.75,10.77,40.39,22.3,211.81,75.31,-269.03,16.2,3.7,Completed
SES-001995,2025-12-30,16,EV-068,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Corporate,UPI,0.64,12.42,9.52,118.24,97.12,134.17,42.95,-156.0,45.7,4.6,Completed
SES-003534,2025-10-21,10,EV-007,Gurugram,Haryana,Own,DC Fast,CCS2,Private,UPI,2.93,89.38,12.47,1114.57,554.17,81.57,34.71,444.12,30.8,4.5,Completed
SES-004812,2025-01-02,20,EV-009,Jaipur,Rajasthan,Franchise,DC Ultra-Fast,CCS2,Taxi/Ride-share,Wallet,1.08,115.79,17.92,2074.96,765.1,85.9,77.0,1146.96,35.9,5.0,Completed
SES-000387,2024-09-19,3,EV-051,Pune,Maharashtra,Franchise,AC Level 2,CCS2,Taxi/Ride-share,Corporate Account,0.61,6.31,8.48,53.51,37.74,121.93,77.28,-183.44,6.6,3.9,Completed
SES-000912,2024-08-22,2,EV-060,Jaipur,Rajasthan,Own,DC Fast,CCS2,Corporate,UPI,0.84,34.2,11.93,408.01,231.12,135.3,24.37,17.22,43.5,4.2,Completed
SES-003293,2024-06-15,20,EV-043,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Private,UPI,1.16,18.75,10.42,195.38,117.6,27.81,29.45,20.52,31.9,4.3,Completed
SES-001375,2025-11-28,5,EV-096,Hyderabad,Telangana,Partner,AC Level 2,Type 2,Private,UPI,3.93,57.17,9.97,569.98,442.6,,57.99,40.06,40.8,4.1,Cancelled
SES-001406,2025-06-01,16,EV-036,Ahmedabad,Gujarat,Own,AC Level 2,CHAdeMO,Fleet,Card,0.44,5.91,9.62,56.85,33.28,179.54,10.0,-165.97,27.8,4.8,Completed
SES-003480,2025-05-14,1,EV-071,,Rajasthan,Own,DC Fast,CCS2,Taxi/Ride-share,Card,0.69,28.9,13.17,380.61,197.14,143.39,14.86,25.22,25.8,4.0,Completed
SES-001469,2025-03-09,16,EV-079,Gurugram,Haryana,Own,DC Fast,CCS2,Private,Card,0.41,20.57,15.43,317.4,172.92,72.74,62.04,9.7,33.5,3.4,Completed
SES-000780,2025-10-27,0,EV-007,Gurugram,Haryana,Own,DC Fast,CCS2,Fleet,Corporate Account,0.54,25.39,11.64,295.54,202.88,205.02,63.7,-176.06,3.7,4.5,Completed
SES-001489,2024-05-07,0,EV-042,Delhi,Delhi,Own,DC Ultra-Fast,CCS2,Private,Corporate Account,1.46,180.0,16.73,3011.4,1142.59,209.58,22.58,1636.65,37.0,4.4,Completed
SES-002884,2025-03-27,0,EV-058,Delhi,Delhi,Franchise,DC Fast,Type 2,Corporate,Card,2.61,95.34,12.77,1217.49,754.39,29.54,13.85,419.71,32.0,3.1,Completed
SES-001154,2024-04-10,19,EV-018,Bengaluru,Karnataka,Franchise,DC Fast,CHAdeMO,Private,Wallet,0.86,24.95,13.55,338.07,134.89,157.82,75.15,-29.79,34.3,4.2,Completed
SES-000977,2024-01-09,23,EV-077,Hyderabad,Telangana,Own,DC Fast,Type 2,Private,UPI,1.14,35.17,12.26,431.18,192.57,83.75,76.71,78.15,19.3,3.9,Completed
SES-004852,2025-07-15,6,EV-096,Mumbai,Maharashtra,Franchise,DC Fast,CHAdeMO,Private,UPI,3.22,134.72,11.53,1553.32,969.95,75.51,66.03,441.83,58.0,3.3,Completed
SES-002223,2025-04-27,16,EV-059,Bengaluru,Karnataka,Own,DC Fast,CHAdeMO,Private,Card,0.42,19.06,14.29,272.37,110.48,211.2,12.93,-62.24,29.8,4.4,Completed
SES-000002,2025-09-02,20,EV-046,Hyderabad,Telangana,Own,DC Ultra-Fast,CCS2,Taxi/Ride-share,Card,0.39,46.84,19.17,897.92,374.75,159.26,28.08,335.83,8.3,3.4,Completed
SES-001566,2025-10-02,2,EV-079,Hyderabad,Telangana,Franchise,AC Level 2,CHAdeMO,Private,Card,0.52,6.46,8.5,54.91,54.31,97.94,21.41,-118.75,14.6,4.7,Completed
SES-003127,2025-06-14,13,EV-099,Bengaluru,Karnataka,Partner,DC Fast,CCS2,Fleet,Card,1.05,54.31,14.58,791.84,346.49,51.21,8.66,385.48,22.7,4.9,Completed
SES-002011,2025-10-28,13,EV-037,Chennai,Tamil Nadu,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,0.15,5.7,15.77,89.89,45.12,31.69,37.86,-24.78,14.7,4.2,Completed
SES-004152,2025-02-12,17,EV-038,Lucknow,Uttar Pradesh,Franchise,DC Fast,Type 2,Taxi/Ride-share,Wallet,1.01,55.73,13.97,778.55,392.86,66.25,21.15,298.29,24.3,4.1,Completed
SES-004598,2025-05-26,19,EV-040,Lucknow,Uttar Pradesh,Franchise,dc ultra-fast,CHAdeMO,Fleet,UPI,0.79,80.54,16.81,1353.88,581.97,288.55,61.86,421.5,31.3,4.0,Completed
SES-004017,2025-11-06,7,EV-005,Chennai,Tamil Nadu,Own,DC Fast,CCS2,Private,Card,0.96,36.81,11.37,418.53,289.98,219.04,9.7,-100.19,28.6,3.5,Completed
SES-001709,2024-03-28,21,EV-024,Bengaluru,Karnataka,Partner,DC Ultra-Fast,CHAdeMO,Private,UPI,0.91,111.11,16.93,1881.09,776.39,176.25,8.25,920.2,41.2,4.3,Completed
SES-004563,2025-09-28,6,EV-058,Gurugram,Haryana,Own,DC Ultra-Fast,Type 2,Fleet,UPI,2.06,180.0,18.32,3297.6,909.1,84.69,10.62,2293.19,35.1,3.1,Completed
SES-002188,2025-05-21,16,EV-035,Hyderabad,Telangana,Own,DC Fast,CHAdeMO,Fleet,Wallet,0.16,6.38,13.81,88.11,39.45,45.67,20.68,-17.69,27.6,2.8,Completed
SES-000996,2024-06-15,14,EV-026,Gurugram,Haryana,Own,DC Fast,CCS2,Private,UPI,0.27,12.57,12.62,158.63,65.8,147.13,77.53,-131.83,4.9,3.0,Completed
SES-004900,2024-08-25,22,EV-039,Pune,Maharashtra,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,2.38,111.57,13.47,1502.85,634.17,48.73,45.99,773.96,56.4,3.9,Completed
SES-001782,2024-11-26,19,EV-058,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Private,UPI,0.39,7.04,10.59,74.55,57.82,200.27,16.69,-200.23,31.0,4.3,Completed
SES-004789,2025-04-01,16,EV-012,Jaipur,Rajasthan,Own,DC Fast,CCS2,Private,Card,0.96,38.68,14.97,579.04,227.7,52.47,49.25,249.62,9.6,3.8,Completed
SES-000410,2024-05-13,0,EV-026,Pune,Maharashtra,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,0.26,12.85,13.5,173.48,68.47,176.69,10.9,-82.58,8.6,4.8,Completed
SES-000804,2024-10-25,21,EV-058,Gurugram,Haryana,Partner,AC Level 2,CCS2,Taxi/Ride-share,UPI,1.05,20.33,11.66,237.05,154.9,169.8,12.05,-99.7,33.6,3.9,Completed
SES-004363,2025-01-19,19,EV-082,Jaipur,Rajasthan,Franchise,DC Fast,Type 2,Fleet,UPI,0.51,27.2,14.75,401.2,222.88,203.77,46.38,-71.83,6.4,4.1,Failed
SES-004515,2025-03-12,8,EV-028,Lucknow,Uttar Pradesh,Own,AC Level 2,CCS2,Taxi/Ride-share,Wallet,1.23,21.06,11.86,249.77,145.08,129.26,19.46,-44.03,29.6,4.3,Cancelled
SES-003960,2025-02-26,0,EV-019,Jaipur,Rajasthan,Franchise,DC Ultra-Fast,CCS2,Private,UPI,0.42,46.11,18.51,853.5,246.15,250.23,71.06,286.06,9.4,4.3,Completed
SES-002461,2024-03-02,13,EV-053,Pune,Maharashtra,Partner,AC Level 2,CCS2,Private,UPI,1.23,22.39,9.04,202.41,186.38,102.75,25.29,-112.01,54.2,3.7,Completed
SES-003045,2025-02-27,6,EV-011,Jaipur,Rajasthan,Own,DC Fast,CCS2,Fleet,UPI,0.45,18.22,12.8,233.22,119.18,77.18,74.77,-37.91,27.4,3.8,Completed
SES-003578,2024-07-22,11,EV-002,Ahmedabad,Gujarat,Own,AC Level 2,CHAdeMO,Fleet,UPI,0.59,8.27,8.65,71.54,52.69,57.95,46.63,-85.73,7.4,4.4,Completed
SES-002858,2024-12-26,9,EV-026,Jaipur,Rajasthan,Franchise,DC Ultra-Fast,CHAdeMO,Private,Wallet,0.52,60.8,19.04,1157.63,374.17,298.3,6.28,478.88,56.2,4.1,Completed
SES-000212,2025-04-02,20,EV-089,Hyderabad,Telangana,Own,AC Level 2,CCS2,Private,UPI,2.03,21.65,9.24,200.05,142.61,163.97,32.74,-139.27,43.8,5.0,Completed
SES-003030,2024-04-30,13,EV-058,Ahmedabad,Gujarat,Own,AC Level 2,CCS2,Fleet,UPI,0.41,6.31,9.5,59.94,39.62,177.24,8.53,-165.45,13.7,4.9,Completed
SES-000584,2025-07-21,9,EV-042,Chennai,Tamil Nadu,Franchise,DC Fast,CHAdeMO,Fleet,Corporate Account,1.0,27.38,15.61,427.4,216.62,110.39,59.85,40.54,20.9,4.7,Completed
SES-002041,2024-10-24,23,EV-060,Mumbai,Maharashtra,Franchise,DC Fast,CCS2,Fleet,UPI,1.39,38.84,15.63,607.07,209.81,63.47,51.0,282.79,34.2,4.3,Completed
SES-001970,2024-04-27,10,EV-043,Gurugram,Haryana,Own,AC Level 2,CCS2,Private,UPI,0.86,9.77,11.94,116.65,55.13,195.04,67.44,-200.96,15.5,4.0,Completed
SES-000533,2024-12-06,7,EV-033,Pune,Maharashtra,Partner,AC Level 2,CCS2,Fleet,Card,1.71,17.45,11.62,202.77,102.17,176.68,38.22,-114.3,51.8,5.0,Completed
SES-000256,2024-03-05,1,EV-099,Bengaluru,Karnataka,Own,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,1.66,78.51,15.13,1187.86,536.06,87.85,8.38,555.57,55.5,4.8,Completed
